run,seed,generation,best_proxy_duration_s,mean_proxy_duration_s
2,20250732,121,4.8323992178779305,4.831661995145392
2,20250732,122,4.8323992178779305,4.831691039723079
2,20250732,123,4.8323992178779305,4.83174771628863
2,20250732,124,4.8323992178779305,4.83178446090247
2,20250732,125,4.8323992178779305,4.831831605657155
2,20250732,126,4.8323992178779305,4.831857786478975
2,20250732,127,4.8323992178779305,4.831898242876316
2,20250732,128,4.8323992178779305,4.831922267406846
2,20250732,129,4.8323992178779305,4.831944728639146
2,20250732,130,4.832435289977669,4.831966458063943
2,20250732,131,4.832435289977669,4.831980841086384
2,20250732,132,4.832435289977669,4.8320026253224055
2,20250732,133,4.832435289977669,4.832042228526059
2,20250732,134,4.832435289977669,4.832062061497442
2,20250732,135,4.832435289977669,4.832082880962041
2,20250732,136,4.832435289977669,4.832118154735322
2,20250732,137,4.832435289977669,4.832131363063216
2,20250732,138,4.832435289977669,4.832147797892379
2,20250732,139,4.832435289977669,4.832185882715648
2,20250732,140,4.832435289977669,4.832206891420917
2,20250732,141,4.832435289977669,4.832215273350006
2,20250732,142,4.832435289977669,4.832230242859285
2,20250732,143,4.832435289977669,4.832246403366928
2,20250732,144,4.832435289977669,4.832261146438687
2,20250732,145,4.832465168737305,4.832276806537546
2,20250732,146,4.832465168737305,4.832283956459623
2,20250732,147,4.832465168737305,4.832296026099993
2,20250732,148,4.832465168737305,4.832305522718931
2,20250732,149,4.83247666710554,4.832313570943612
2,20250732,150,4.83247666710554,4.8323246348758
2,20250732,151,4.83247666710554,4.832333047958475
2,20250732,152,4.83247666710554,4.832343334927717
2,20250732,153,4.83247666710554,4.832350011905931
2,20250732,154,4.83247666710554,4.832359163722739
2,20250732,155,4.83247666710554,4.832364332673397
2,20250732,156,4.83247666710554,4.832372474052343
2,20250732,157,4.83249321642606,4.832379553591527
2,20250732,158,4.83249321642606,4.832386522269759
2,20250732,159,4.83249321642606,4.832389496820489
2,20250732,160,4.83249321642606,4.832396617107167
2,20250732,161,4.83249321642606,4.8324023040481805
2,20250732,162,4.83249321642606,4.832410468058512
2,20250732,163,4.83249321642606,4.832415058985223
2,20250732,164,4.83249321642606,4.832418958403021
2,20250732,165,4.83249321642606,4.832424438861257
2,20250732,166,4.83249321642606,4.832428182143912
2,20250732,167,4.83249321642606,4.832432928676687
2,20250732,168,4.83249321642606,4.832436478013349
2,20250732,169,4.83249321642606,4.832439742127774
2,20250732,170,4.83249321642606,4.832444295766098
2,20250732,171,4.83249321642606,4.832445563067255
2,20250732,172,4.83249321642606,4.832446868921796
2,20250732,173,4.83249321642606,4.832447881973873
2,20250732,174,4.83249321642606,4.832451529920168
2,20250732,175,4.83249321642606,4.832453602904093
