drone_id,stage,generation,best_score,mean_score
FY1,proximity,74,-0.02984079050170573,-0.32918312652852544
FY1,proximity,75,-0.02984079050170573,-0.30823897064237954
FY1,proximity,76,-0.02984079050170573,-0.27773963904531757
FY1,proximity,77,-0.02984079050170573,-0.24986948041414678
FY1,proximity,78,-0.02984079050170573,-0.24705718398816867
FY1,proximity,79,-0.02984079050170573,-0.22950580174123525
FY1,proximity,80,-0.02984079050170573,-0.22430236361275133
FY1,proximity,81,-0.02984079050170573,-0.21178200633132904
FY1,proximity,82,-0.024375252924191612,-0.19162593400120467
FY1,proximity,83,-0.024375252924191612,-0.1836217196335073
FY1,proximity,84,-0.024375252924191612,-0.17803926922297073
FY1,proximity,85,-0.024375252924191612,-0.17468285616366905
FY1,proximity,86,-0.024375252924191612,-0.16707311686913176
FY1,proximity,87,-0.024375252924191612,-0.16496507035610988
FY1,proximity,88,-0.024375252924191612,-0.15795875930134984
FY1,proximity,89,-0.024375252924191612,-0.15091508551229862
FY1,proximity,90,-0.024375252924191612,-0.14557188338139693
FY1,proximity,91,-0.024375252924191612,-0.1409457295610763
FY1,proximity,92,-0.024375252924191612,-0.1394162422823999
FY1,proximity,93,-0.024375252924191612,-0.13593123084762085
FY1,proximity,94,-0.024375252924191612,-0.13313239621512568
FY1,proximity,95,-0.024375252924191612,-0.13057404831911462
FY1,proximity,96,-0.024375252924191612,-0.1269421390582057
FY1,proximity,97,-0.012057550837401168,-0.12070543226060959
FY1,proximity,98,-0.012057550837401168,-0.11737541764237536
FY1,proximity,99,-0.012057550837401168,-0.11400474912448098
FY1,proximity,100,-0.012057550837401168,-0.10595280099712416
FY1,proximity,101,-0.012057550837401168,-0.10453757221580741
FY1,proximity,102,-0.012057550837401168,-0.10280930291020222
FY1,proximity,103,-0.012057550837401168,-0.09970897494903501
FY1,proximity,104,-0.012057550837401168,-0.09793133762388036
FY1,proximity,105,-0.012057550837401168,-0.09712295292582986
FY1,proximity,106,-0.012057550837401168,-0.09452026319369367
FY1,proximity,107,-0.012057550837401168,-0.0929278597546626
FY1,proximity,108,-0.012057550837401168,-0.09025302603176194
FY1,proximity,109,-0.012057550837401168,-0.08659753363380608
FY1,proximity,110,-0.012057550837401168,-0.0833029247074384
FY1,proximity,111,-0.012057550837401168,-0.08082282944042246
FY1,proximity,112,-0.012057550837401168,-0.08044689147690821
FY1,proximity,113,-0.012057550837401168,-0.07678353429496139
FY1,proximity,114,-0.012057550837401168,-0.07364439686578504
FY1,proximity,115,-0.012057550837401168,-0.07260157208724666
FY1,proximity,116,-0.012057550837401168,-0.07000195815675259
FY1,proximity,117,-0.012057550837401168,-0.06978362567013466
FY1,proximity,118,-0.012057550837401168,-0.06915429364606487
FY1,proximity,119,-0.012057550837401168,-0.06893922228443024
FY1,proximity,120,-0.012057550837401168,-0.06773461129255258
FY1,proximity,121,-0.012057550837401168,-0.06550420517665119
FY1,proximity,122,-0.012057550837401168,-0.0651357220994186
FY1,proximity,123,-0.012057550837401168,-0.06440395299035162
FY1,proximity,124,-0.007888912765790923,-0.0635259716393974
FY1,proximity,125,-0.007888912765790923,-0.06217483874816262
FY1,proximity,126,-0.007888912765790923,-0.06005807473502689
FY1,proximity,127,-0.007888912765790923,-0.057628815876861694
FY1,proximity,128,-0.007888912765790923,-0.057447476723890646
FY1,proximity,129,-0.007888912765790923,-0.057248122796989154
FY1,proximity,130,-0.007888912765790923,-0.055371555164689064
FY1,proximity,131,-0.007888912765790923,-0.053397175664199235
